"","mean","se_mean","sd","5%","95%","n_eff","Rhat","politician_id_numeric","fullname"
"alpha[2,3]",0.190161894362524,0.0644668859896947,0.96790987006123,-1.42689178305312,1.74227990965598,225.422079569172,1.00642303276856,2,"Judy Chu"
"alpha[2,4]",0.321828701622567,0.083240132670505,0.84968418432195,-1.03919864503207,1.73811755841369,104.195638815249,1.00601166054423,2,"Judy Chu"
"alpha[2,5]",-0.565555381763166,0.6582738438386,0.884561311901348,-2.01211452485771,0.911873223074671,1.80568788173653,1.35631597558073,2,"Judy Chu"
"alpha[2,6]",-0.575367092257163,0.853995512676302,1.05199681458721,-2.04686363822231,1.23712249464016,1.51746146831439,1.5122758423023,2,"Judy Chu"
"alpha[2,7]",0.529552308748937,0.103866630479855,0.806956717485774,-0.688871242380123,1.81848526039204,60.3598840006867,1.04374986535283,2,"Judy Chu"
"alpha[2,8]",-0.446888485658838,0.351144533433517,0.869478382755255,-1.78355121864598,1.02472283260189,6.13120382879859,1.11304195304364,2,"Judy Chu"
"alpha[2,9]",-1.20585968909958,0.0533681723250913,0.486408584187109,-2.05331390641517,-0.492647335605812,83.0687741588639,1.01453976817301,2,"Judy Chu"
"alpha[2,10]",-0.0871397105463618,0.0798232433061637,0.835917784719253,-1.42801194528224,1.30685860661909,109.665087920409,1.01406058174641,2,"Judy Chu"
"alpha[2,11]",-0.0713441059981499,0.100966380290098,0.969605886631086,-1.56302646079605,1.53426062324846,92.2225047456967,1.02211226915851,2,"Judy Chu"
"alpha[2,12]",0.258872608625075,0.0612152746283896,0.888803733232843,-1.2220080655957,1.73108257089867,210.81045023973,1.01749695883788,2,"Judy Chu"
"alpha[2,13]",0.266295413396383,0.0541870221389863,0.953546830674004,-1.29765663741497,1.90348323260026,309.665971413457,1.00044832434017,2,"Judy Chu"
"alpha[2,14]",0.789386710078864,0.596915659002913,0.99276447591739,-1.04193548487855,2.20490457009704,2.76609131384769,1.16778020782296,2,"Judy Chu"
"alpha[2,15]",0.192784563732626,0.217863373821673,1.06234104295875,-1.68529017705875,1.77534846404452,23.7771321442942,1.10125884007678,2,"Judy Chu"
"alpha[2,16]",-0.794307925528625,0.0259484358299814,0.240235773105253,-1.20905856865266,-0.414821095083466,85.7142419106934,1.03848683299675,2,"Judy Chu"
"alpha[2,17]",-1.6662095471152,0.0420144381080416,0.616143739464757,-2.74640132556947,-0.755399666901776,215.063624407423,1.00501821177714,2,"Judy Chu"
"alpha[2,18]",-0.332934544215038,0.439275522607412,0.61862278567878,-1.41466346981778,0.627152034722083,1.98325161394533,1.3045750698902,2,"Judy Chu"
"alpha[2,19]",-1.03772719271513,0.0324301581681914,0.459004736150507,-1.90255727624087,-0.408115203282109,200.32548360927,1.00719519321121,2,"Judy Chu"
"alpha[2,20]",-0.124863709497865,0.509055617539016,0.794587314132282,-1.41764952026687,1.37120315512998,2.43642353248831,1.28485888952514,2,"Judy Chu"
